0.415,0.21,0.682,0.015,0.006,0.886,0.016,0.013,839.5,1012,15.25,53.5,937.5649,1077.7257,14.191552,53.891068,900.37036,1071.4169,14.339618,54.565556
0.396,0.22,0.686,0.012,0.004,0.881,0.014,0.02,876,1028,14.75,57.5,933.111,1073.8932,14.102855,53.348602,989.0981,1096.9768,13.699323,52.766304
0.405,0.188,0.669,0.008,0.007,0.887,0.014,0.013,883.5,1026.5,15.25,58.5,931.024,1071.0962,14.014222,53.406315,910.07294,1033.2571,14.030055,51.999207
0.399,0.256,0.679,0.01,0.005,0.882,0.013,0.013,915.25,1053,13.875,54.75,930.0705,1072.0936,14.051803,53.46054,992.5655,1137.8148,14.25524,53.18127
0.399,0.215,0.711,0.014,0.005,0.906,0.014,0.018,896.5,1027.5,14.5,54,934.29425,1074.6382,14.167245,53.638653,933.0541,1085.6951,13.7481575,52.954853
0.41,0.216,0.704,0.016,0.004,0.906,0.019,0.028,963,1088.5,14.25,51.5,941.95557,1080.0791,14.256007,53.46215,958.9796,1082.3352,14.154665,52.776768
0.412,0.19,0.686,0.01,0.004,0.887,0.017,0.021,872.5,994,15.625,51,936.6216,1076.4393,14.089304,53.282738,915.9111,1043.2246,14.329481,53.12552
0.393,0.212,0.685,0.012,0.005,0.904,0.01,0.019,909,1040,14.75,55,928.0099,1068.9164,14.071392,53.283047,923.46594,1059.9103,14.2644615,53.215343
0.429,0.195,0.673,0.009,0.005,0.899,0.016,0.014,1004.25,1130.25,14,50,935.0544,1075.6451,14.058484,53.439896,922.1071,1080.3972,13.807376,52.174343
0.417,0.187,0.659,0.008,0.006,0.865,0.016,0.016,918.75,1039.25,13.25,54.25,933.5967,1073.521,14.022385,53.29045,981.89136,1140.068,14.453969,52.63
0.404,0.207,0.698,0.015,0.003,0.908,0.011,0.013,1037,1221.5,13.75,53,932.3492,1074.9285,14.146815,53.735115,863.0343,1009.77966,13.704041,58.14445
0.399,0.217,0.692,0.012,0.004,0.895,0.035,0.017,957,1094.25,14.25,57,961.9986,1098.6259,14.307755,54.163437,916.042,1061.9575,14.679801,57.193356
0.402,0.212,0.71,0.018,0.004,0.913,0.017,0.015,917.5,1046,15.25,58,941.5145,1081.8733,14.279597,54.077805,976.71155,1096.737,14.25262,53.97845
0.399,0.22,0.7,0.0151,0.004,0.949,0.014,0.014,914.25,1069.25,14.75,54.5,936.5416,1077.4514,14.192168,53.819817,908.12256,1045.1113,15.217701,52.061714
0.391,0.245,0.726,0.018,0.004,0.929,0.015,0.017,925.1667,1067.6667,14.0833,54,938.14655,1078.8448,14.2749,53.971405,946.113,1084.4199,13.919531,54.114452
0.403,0.232,0.709,0.009,0.005,0.924,0.018,0.014,932.5,1069.75,13.875,55,937.12213,1077.5168,14.101672,53.61298,981.98596,1114.8016,14.382635,54.8484
0.391,0.217,0.702,0.0151,0.003,0.902,0.013,0.02,1034.5,1132.5,13.5,49.5,934.2639,1075.4291,14.169589,53.537403,908.8834,1046.9019,14.4773035,54.1972
0.395,0.225,0.698,0.015,0.003,0.904,0.01,0.01,938.5,1052,14.25,51.5,930.7898,1074.2329,14.135912,53.825832,939.062,1085.132,13.42395,54.606964
0.406,0.215,0.684,0.014,0.003,0.899,0.017,0.027,914.5,1040.5,15.25,53.5,938.70636,1077.938,14.177948,53.24908,956.4169,1078.6406,13.6908455,50.569767
0.41,0.21,0.699,0.009,0.006,0.895,0.014,0.018,892.5,1042,16.25,54,930.98096,1071.1421,14.054583,53.312637,939.55414,1068.479,13.327947,52.849724
0.386,0.206,0.68,0.007,0.005,0.88,0.014,0.016,837,1012.25,15.25,54.25,930.43866,1071.3776,13.99042,53.228344,931.23065,1079.3656,13.7833805,52.784275
0.392,0.208,0.684,0.013,0.003,0.892,0.013,0.015,917,1070,15.25,57.5,933.6063,1075.5621,14.11039,53.568592,909.8774,1058.6013,14.471245,53.12363
0.398,0.213,0.702,0.009,0.006,0.901,0.013,0.015,1064.5,1204.75,14,50,929.8936,1070.6543,14.045684,53.422188,943.1701,1081.7902,14.026632,52.76131
0.396,0.198,0.714,0.009,0.005,0.993,0.016,0.02,928,1057.5,14,58.5,936.0159,1074.7585,14.099275,53.34211,909.64685,1039.8048,14.158067,53.470787
0.399,0.203,0.707,0.016,0.003,0.888,0.018,0.011,869.75,1031.5,14.25,56.25,942.11725,1083.6752,14.232813,54.133938,868.8663,1035.681,14.116919,54.426018
0.408,0.227,0.703,0.016,0.005,0.908,0.017,0.021,1061,1220,13.5,49,939.1835,1078.3885,14.238723,53.696083,968.06805,1093.6957,14.257135,53.839787
0.402,0.225,0.702,0.0151,0.003,0.889,0.014,0.02,1049.25,1143.75,14.375,53,935.1688,1076.4186,14.178399,53.55462,942.83374,1097.3735,14.57601,54.439247
0.393,0.207,0.701,0.016,0.004,0.906,0.021,0.021,961,1089.5,14.25,56.5,945.4217,1083.9932,14.267905,53.82594,867.31995,1013.14716,14.970959,54.704483
0.404,0.202,0.683,0.011,0.004,0.882,0.012,0.012,977.5,1094.5,13.25,54,930.80164,1073.1576,14.058091,53.54438,964.1543,1101.2946,13.870164,53.52937
0.404,0.227,0.706,0.009,0.004,0.902,0.011,0.012,972,1110.3333,14.1667,52.1667,927.8943,1070.8048,14.024535,53.44441,978.4765,1111.5585,14.187418,55.783035
0.411,0.212,0.685,0.008,0.004,0.888,0.015,0.019,873.5,1036,15,54.5,932.4887,1073.3732,14.028333,53.1674,900.9733,1046.7578,15.105361,53.881668
0.39,0.21,0.681,0.009,0.004,0.883,0.012,0.008,928.5,1083,13.5,52.5,929.84076,1072.9131,14.011611,53.59199,962.61566,1097.1578,13.988253,53.5346
0.404,0.213,0.704,0.016,0.004,0.902,0.016,0.015,934.5,1065.5,15.5,55.5,938.8259,1079.6157,14.221585,53.905525,938.38873,1070.9293,14.046355,53.21263
0.4,0.209,0.683,0.009,0.005,0.88,0.014,0.017,884,1047.5,14.75,56.5,931.40247,1072.2094,14.037879,53.301224,898.29126,1043.0067,14.016429,55.104004
0.401,0.208,0.705,0.018,0.005,0.922,0.016,0.02,974.5,1088.25,13.875,53.75,939.7223,1078.797,14.273596,53.84742,989.0245,1099.0262,13.348685,49.436413
0.398,0.212,0.676,0.01,0.006,0.892,0.012,0.023,831,994.75,13.625,52,928.71564,1068.2537,14.044531,53.050064,864.4952,1022.48444,14.565852,52.97178
0.395,0.22,0.751,0.011,0.005,0.899,0.014,0.015,947,1058.5,13.75,53,932.0201,1073.442,14.120257,53.693535,993.6574,1106.5846,14.431719,53.24609
0.399,0.233,0.697,0.011,0.004,0.892,0.016,0.015,863.6667,1015.8333,14.6667,54.3333,935.4099,1076.7289,14.108823,53.57953,991.33234,1113.5667,13.9234495,54.17776
0.389,0.231,0.713,0.018,0.005,0.94,0.014,0.013,947,1089.5,14.25,56.5,937.34827,1077.9814,14.261514,54.093452,936.05194,1057.661,14.076125,53.29493
0.407,0.207,0.698,0.014,0.007,0.929,0.013,0.013,847.5,1006,14.75,57,933.2613,1073.1664,14.161556,53.806973,863.1143,1037.9038,14.865321,53.75101
0.391,0.213,0.691,0.012,0.006,0.895,0.015,0.016,944.25,1083.25,15,55.25,934.3084,1074.2406,14.121577,53.60236,894.01636,1038.8894,14.167771,55.064297
0.394,0.212,0.706,0.014,0.003,0.912,0.011,0.013,880.5,1030,13.5,53.5,931.66736,1074.3147,14.129257,53.704594,906.7504,1094.5797,14.583307,56.98764
0.399,0.221,0.702,0.019,0.004,0.901,0.016,0.02,984,1099,13.75,57.5,940.0685,1079.9417,14.286603,53.876823,915.50494,1071.379,14.01565,54.763374
0.395,0.23,0.711,0.013,0.006,0.921,0.02,0.028,1047.5,1155.25,14.125,55.5,940.7125,1077.6953,14.212939,53.37636,977.30804,1103.1044,14.455227,53.967842
0.401,0.21,0.695,0.015,0.005,0.893,0.018,0.022,1004.5,1123.25,14.5,54.25,940.03644,1078.811,14.216402,53.619183,985.0227,1119.2672,13.442769,52.071896
0.4,0.215,0.691,0.01,0.004,0.888,0.011,0.018,894,1043,15.25,54.5,928.2014,1069.9943,14.034997,53.226128,909.4619,1050.5399,15.21741,55.29576
0.4,0.219,0.721,0.012,0.005,0.975,0.015,0.017,994.8333,1109.5,13.1667,55.8333,935.7424,1075.4989,14.155639,53.618618,906.52527,1069.0573,14.155827,52.433693
0.401,0.216,0.69,0.013,0.003,0.892,0.016,0.015,888.5,1028,14.75,51.5,937.4083,1078.909,14.144085,53.669315,925.0263,1090.5472,13.1632395,53.577988
0.411,0.212,0.702,0.012,0.005,0.906,0.015,0.018,999,1135,15.25,51.5,934.631,1074.8496,14.130457,53.514984,927.23334,1076.6742,14.093244,53.973995
0.417,0.209,0.703,0.023,0.006,0.915,0.016,0.009,992.5,1092.75,13.25,51.25,942.84814,1083.0117,14.381155,54.5953,1001.27625,1088.7056,14.208616,57.599194
1.027,0.254,0.278,0.016,0.002,1.408,0.022,0.015,878,1040,14.75,52,961.2539,1097.0021,14.276212,52.268227,926.4859,1104.6182,15.284729,51.607708
0.405,0.216,0.706,0.012,0.003,0.89,0.012,0.016,947.75,1091.75,14.125,52,931.08923,1073.5262,14.093166,53.47991,926.0187,1059.2311,14.440157,55.84832
0.41,0.232,0.707,0.013,0.005,0.904,0.016,0.019,916,1028.5,14.75,55,935.9907,1076.0444,14.165749,53.571697,961.35187,1101.3455,13.581847,55.319344
0.405,0.215,0.706,0.009,0.005,0.9,0.016,0.019,951.75,1086.75,13.625,54,933.9449,1074.0623,14.0754175,53.340702,910.5223,1050.6754,14.743351,55.37201
0.403,0.221,0.691,0.011,0.005,0.896,0.013,0.016,891.6667,1052.3333,13.6667,53.1667,931.2613,1072.3508,14.08093,53.44473,924.90845,1064.8253,14.128955,55.417698
0.402,0.219,0.701,0.011,0.008,0.916,0.017,0.017,1009.5,1122.5,13.5,53.5,935.69824,1074.0356,14.137639,53.61548,945.3965,1059.2646,14.349811,55.26755
0.398,0.216,0.69,0.014,0.003,0.893,0.015,0.01,1053.5,1179.5,13,51.5,937.02496,1079.4384,14.154527,53.905277,969.62933,1101.8671,14.285681,55.043312
0.397,0.217,0.686,0.012,0.007,0.894,0.012,0.013,909,1066.5,13,53.5,930.0085,1070.5854,14.093721,53.624485,945.4583,1068.5529,14.307503,51.00762
0.395,0.208,0.686,0.015,0.005,0.888,0.01,0.015,987,1132,14,52,929.78436,1071.3026,14.13156,53.630043,917.51654,1062.1619,14.346553,54.736893
0.4,0.205,0.703,0.014,0.003,0.902,0.013,0.016,893,1048.5,13.5,52.5,934.12,1075.9187,14.145355,53.634857,889.7417,1051.1718,14.265309,57.586475
0.409,0.208,0.679,0.012,0.004,0.892,0.015,0.009,860.5,1000.5,14.5,54.5,935.78107,1077.8561,14.109001,53.805653,890.7259,1059.8506,14.172534,51.822433
0.409,0.181,0.643,0.012,0.005,0.839,0.017,0.018,842,1022,13.5,54.5,937.3576,1077.089,14.099568,53.429466,968.6796,1115.7039,13.39348,54.015434
0.399,0.202,0.697,0.014,0.006,0.899,0.02,0.024,939,1070.5,14.25,52.5,941.86914,1079.2896,14.218685,53.57038,913.8961,1050.9402,14.55135,53.823593
0.399,0.22,0.693,0.018,0.005,0.895,0.012,0.011,1112,1218.5,13.75,49,934.3287,1075.9989,14.221243,54.049313,1003.0467,1111.2483,13.891256,54.445698
0.4,0.222,0.708,0.009,0.005,0.9,0.014,0.014,1001.8333,1138.3333,13.8333,54.6667,931.44434,1072.8359,14.055954,53.488308,972.9838,1097.8541,14.502463,53.927586
0.4,0.222,0.699,0.014,0.003,0.907,0.012,0.008,971.5,1087.5,13.75,58.5,933.1546,1076.5167,14.134401,53.9114,905.6403,1057.6962,14.0988035,54.07141
0.374,0.21,0.718,0.0151,0.002,0.929,0.014,0.019,922,1087,14.75,53.5,936.6172,1077.892,14.18727,53.658516,919.0806,1064.7351,14.500086,51.0932
0.395,0.23,0.71,0.018,0.006,0.913,0.017,0.015,857.5,998,13.75,53.5,940.3534,1079.8136,14.286238,54.11092,1013.6801,1130.4672,14.0751705,52.44099
0.414,0.226,0.705,0.016,0.005,0.926,0.017,0.012,951.5,1093.5,14,51.5,940.17816,1080.6407,14.242304,54.065807,952.46893,1081.978,14.409432,53.415043
0.391,0.228,0.714,0.015,0.005,0.904,0.011,0.016,1094.5,1217,13.75,51,930.63995,1072.016,14.160938,53.69413,911.57153,1056.7809,14.055763,53.673187
0.395,0.216,0.703,0.013,0.004,0.903,0.013,0.014,925.75,1080.5,14,56.5,933.08453,1074.808,14.126708,53.67364,953.1652,1065.4025,13.966113,55.947235
0.389,0.224,0.693,0.011,0.003,0.916,0.015,0.016,893.1667,1027,13.6667,52.5,935.1322,1076.5704,14.098019,53.492577,957.1322,1096.8407,14.255286,54.583286
0.406,0.236,0.703,0.007,0.014,1.039,0.02,0.018,1026,1171,13.75,54,937.0264,1070.5032,14.13087,53.532597,973.5382,1062.5308,14.841021,55.34241
0.397,0.222,0.751,0.026,0.003,0.892,0.016,0.016,972,1162,13.25,50.5,944.01886,1085.1249,14.456372,54.582977,955.8752,1118.4701,14.35818,54.119877
0.393,0.23,0.698,0.012,0.004,0.911,0.021,0.01,975.75,1099,14.625,55.75,943.56256,1084.2621,14.180283,54.016438,922.3042,1069.4658,13.782793,54.554222
0.405,0.209,0.684,0.011,0.005,0.882,0.013,0.022,985.5,1075.5,13.25,50.5,930.871,1071.004,14.074807,53.18264,892.328,1048.0471,14.25675,55.2807
0.41,0.231,0.697,0.013,0.005,0.89,0.02,0.025,999.5,1114.25,14.125,52,940.83374,1079.1512,14.196815,53.42669,950.17,1113.6665,13.735903,55.220913
0.407,0.214,0.69,0.008,0.005,0.906,0.017,0.01,859.5,1017.5,14,52.5,935.705,1076.8892,14.054147,53.635643,876.85736,1068.0642,13.948823,49.747215
0.419,0.209,0.682,0.01,0.002,0.874,0.018,0.018,866.5,1044.5,13.75,54.5,938.39667,1079.8723,14.0897665,53.37539,1024.6608,1141.0583,14.482709,52.473637
0.413,0.227,0.708,0.014,0.004,0.911,0.009,0.008,951.5,1105.75,14.5,52,928.52606,1072.1716,14.116969,53.84248,980.2021,1122.81,13.880117,53.08032
0.402,0.226,0.713,0.017,0.005,0.905,0.022,0.033,945.25,1067,13.625,53.5,945.5106,1081.7611,14.314611,53.45959,918.6461,1071.6205,14.628306,53.29233
0.398,0.217,0.699,0.015,0.003,0.908,0.015,0.013,979.25,1119.75,14,52.25,937.56036,1079.3566,14.185343,53.867714,934.19635,1059.7047,13.93595,56.194317
0.401,0.219,0.705,0.017,0.004,0.91,0.019,0.026,906.75,1044.25,14.625,54.75,942.70984,1081.0272,14.27743,53.614628,938.14215,1095.2804,14.474442,51.878757
0.405,0.215,0.679,0.017,0.004,0.884,0.015,0.017,986,1122.25,14.5,53.75,937.8229,1078.4817,14.217468,53.77939,935.3395,1052.9667,14.6530905,55.15915
0.399,0.238,0.697,0.008,0.004,0.91,0.014,0.018,940.5,1072,14.125,55.5,931.005,1072.3074,14.0308,53.209557,1024.7323,1146.7626,14.286221,53.048397
0.393,0.208,0.698,0.014,0.003,0.896,0.017,0.014,849.5,1000,14.75,55.5,939.5728,1080.843,14.177921,53.836838,921.545,1065.7246,14.10662,53.247986
0.393,0.213,0.742,0.009,0.005,1.002,0.016,0.016,1001.5,1104.5,13.25,50.5,935.83527,1075.4702,14.11567,53.580124,917.7994,1075.989,14.334669,52.729633
0.402,0.203,0.681,0.011,0.006,0.878,0.011,0.012,1026.5,1160,13.25,53.5,928.56244,1070.1166,14.0523205,53.542904,946.9576,1093.0519,13.750797,50.760475
0.404,0.221,0.696,0.011,0.004,0.88,0.021,0.011,961,1087.5,13.875,52.5,942.4621,1083.371,14.151219,53.90218,972.51874,1110.2557,13.990928,54.960815
0.408,0.221,0.696,0.012,0.006,0.904,0.014,0.015,1019,1133.5,14.375,53.75,932.94855,1073.3821,14.119938,53.605026,970.4609,1111.6969,13.119731,53.164043
0.399,0.231,0.701,0.015,0.003,0.915,0.016,0.022,916,1050.5,13.75,53.5,938.09784,1078.3527,14.201719,53.52914,957.8589,1086.6753,14.0879135,53.09056
0.395,0.226,0.721,0.02,0.006,0.923,0.015,0.017,1101,1126.5,12.5,50.5,938.8111,1078.2017,14.3187065,54.118034,967.8158,1111.9855,15.012315,55.48972
0.392,0.227,0.698,0.016,0.003,0.917,0.018,0.013,884,1023,14,56.5,942.20886,1083.2601,14.237142,54.023125,920.3523,1091.8024,14.474032,54.350502
0.395,0.223,0.704,0.009,0.004,0.896,0.016,0.015,886.5,1044,13.75,55,934.44635,1075.765,14.068574,53.487324,955.12415,1066.4852,13.802358,54.865685
0.408,0.198,0.68,0.009,0.005,0.887,0.019,0.021,983.5,1104,13.25,46.5,938.26196,1077.1984,14.086744,53.28765,930.4792,1073.8491,14.191269,53.131084
0.404,0.206,0.679,0.014,0.004,0.872,0.014,0.015,875,1021.5,13.25,51.5,934.8066,1076.2064,14.138651,53.65323,918.19293,1064.0249,13.72088,54.686413
0.387,0.216,0.696,0.01,0.004,0.904,0.013,0.014,895,1033.5,14.75,54.5,931.4642,1073.2468,14.057352,53.481106,924.81604,1055.6869,13.671306,51.583
0.421,0.209,0.678,0.012,0.004,0.889,0.016,0.022,882.5,1029.25,13.375,53.5,936.1029,1076.0281,14.122964,53.28999,952.7276,1068.165,14.282656,52.9888
0.4,0.21,0.687,0.012,0.004,0.892,0.013,0.019,886.5,1036,15.25,53,932.2323,1073.191,14.095871,53.361477,932.03687,1066.0538,14.611119,53.84166
0.392,0.22,0.695,0.0175,0.004,0.895,0.01,0.01,971.5,1098,12.25,53.5,931.8011,1074.5812,14.188187,53.990658,980.6567,1101.9723,14.409904,54.235077
0.409,0.22,0.696,0.017,0.004,0.906,0.017,0.019,1020,1149,14,54.5,940.5046,1080.3862,14.252166,53.80366,955.4363,1107.9637,14.6419935,53.033833
0.402,0.199,0.693,0.011,0.003,0.893,0.015,0.016,968,1097.5,12.75,51.5,935.13965,1076.6566,14.091933,53.491177,896.57166,1045.8386,14.575098,52.059464
0.406,0.231,0.705,0.013,0.005,0.906,0.015,0.012,853,1033.5,14.75,52.5,935.23706,1076.5331,14.152976,53.825268,942.485,1088.9153,13.974614,53.92518
0.385,0.217,0.705,0.009,0.006,0.896,0.011,0.015,924.75,1073.5,13.625,51.25,926.9964,1068.227,14.025456,53.376698,937.752,1101.1201,13.23762,51.78516
0.386,0.219,0.693,0.018,0.006,0.893,0.012,0.01,838.5,1002,14.25,56.5,934.00116,1075.2377,14.221339,54.12083,951.0647,1088.9633,14.153336,56.249302
0.398,0.216,0.693,0.012,0.005,0.894,0.016,0.016,987.25,1105.75,14,54.5,935.94763,1076.2896,14.130255,53.61437,954.1922,1092.707,13.512036,54.46475