0.456,0.207,0.582,0.023,0.01,0.07,0.011,0.018,387.5,645,23.5,47,410.00604,663.4446,24.523848,48.47552,413.36548,656.1238,25.286442,48.14874
0.438,0.227,0.617,0.016,0.007,0.068,0.009,0.013,393.5,630.5,24.75,49.5,411.25525,661.6875,24.482393,48.59411,417.9501,654.86005,23.79065,47.83343
0.449,0.216,0.592,0.013,0.001,0.075,0.008,0.014,421,660,24.5,49.5,411.88513,653.0635,24.561747,48.122288,427.29935,671.44354,24.322214,48.209106
0.46,0.224,0.646,0.016,0.005,0.063,0.017,0.015,410.75,663.75,24.25,49.25,408.62585,655.6696,24.494528,48.172535,407.85983,668.0322,24.275465,49.60543
0.45,0.221,0.601,0.018,0.008,0.052,0.017,0.036,404.25,648.25,24,46.75,408.64294,658.9346,24.478071,48.38612,410.09116,644.85785,24.89842,47.831875
0.436,0.217,0.649,0.009,0.005,0.049,0.016,0.025,392.25,649,25.25,43,408.7405,653.8386,24.364573,48.050785,407.75952,659.53485,24.39294,49.030594
0.452,0.222,0.601,0.018,0.003,0.05,0.014,0.015,398.5,630.5,25.5,50.5,410.00446,653.95374,24.575739,48.185898,403.24112,641.4979,24.630978,48.288555
0.292,0.199,1.606,0.016,0.004,0.053,0.016,0.017,404.5,649.5,24.5,45.5,413.6033,668.5753,24.42091,48.74133,406.46057,645.5453,24.975803,50.48965
0.447,0.216,0.602,0.016,0.002,0.077,0.012,0.015,421,647,25.5,49.5,410.70386,652.6431,24.563025,48.099182,411.52274,654.0762,23.93139,46.878155
0.453,0.2,0.597,0.018,0.005,0.052,0.009,0.018,414.5,661.5,24.5,47,410.94238,657.15265,24.54941,48.140553,416.35217,653.1196,24.86365,47.95963
0.455,0.209,0.63,0.015,0.004,0.072,0.017,0.024,408.25,667,25.25,49.5,408.61447,652.4595,24.486465,47.933926,411.3409,662.8448,24.562653,48.261013
0.464,0.217,0.634,0.015,0.005,0.028,0.011,0.011,398.5,651.5,24.25,48.5,410.13266,658.2124,24.511913,48.224174,400.1556,654.1672,24.721218,48.18212
0.451,0.233,0.659,0.0086,0.004,0.038,0.016,0.025,409.5,650.5,24.25,49.5,409.00024,655.0571,24.416212,48.21375,416.14685,670.9784,24.842087,48.462345
0.426,0.225,0.66,0.015,0.003,0.027,0.01,0.013,412.5,664.75,24.5,50.5,411.5787,656.5304,24.533436,48.37982,409.53992,662.6813,24.412867,48.42813
0.448,0.218,0.599,0.011,0.005,0.035,0.009,0.009,412.5,639.25,24.75,49.75,410.60416,657.2378,24.43427,48.220978,406.636,646.75903,24.362041,47.73714
0.442,0.215,0.646,0.009,0.004,0.054,0.01,0.016,414.5,661,24.5,46.5,410.6192,655.7851,24.418844,48.13755,416.45575,666.39685,24.730986,47.474285
0.455,0.218,0.594,0.012,0.002,0.041,0.014,0.021,410,661,24.75,49.5,409.62805,651.3744,24.502783,47.98032,406.2347,639.2944,24.22057,46.157017
0.45,0.214,0.641,0.013,0.006,0.065,0.01,0.02,417.6667,672.5,24.5,47.8333,410.59692,659.2003,24.457342,48.29605,410.47684,672.67035,24.400558,47.356167
0.445,0.235,0.609,0.016,0.006,0.026,0.011,0.014,400.5,647,19.5,50.5,410.67874,660.3972,24.509253,48.57778,410.83243,652.4041,24.559568,48.410667
0.453,0.213,0.586,0.01,0.004,0.039,0.012,0.023,385,675,24,45,409.75647,653.93646,24.435812,48.03083,405.63202,651.5271,24.634472,48.11439
0.459,0.219,0.648,0.015,0.009,0.058,0.01,0.011,406.5,669,26.25,47.5,410.08566,663.9167,24.432207,48.48281,410.42218,665.6299,24.205368,48.941467
0.444,0.209,0.649,0.0148,0.002,0.049,0.011,0.018,402.75,662.5,24.5,49.25,410.9395,653.4947,24.550224,48.05588,404.4692,662.87146,24.95035,48.10893
0.455,0.22,0.6,0.016,0.003,0.055,0.012,0.019,413,641,23.75,50.5,410.52826,654.7936,24.563065,48.202316,409.6461,655.10187,24.468481,46.249954
0.45,0.224,0.596,0.015,0.005,0.038,0.01,0.018,412,652,25.25,45.5,410.87228,658.42395,24.516981,48.39473,411.87543,648.6799,24.385454,47.52915
0.471,0.231,0.612,0.01,0.006,0.033,0.012,0.012,420,657.5,24.5,50,409.4175,659.09314,24.422302,48.31186,405.43414,635.45435,24.282688,49.116665
0.45,0.214,0.59,0.008,0.006,0.027,0.013,0.009,413,648,24.5,47.5,408.69632,654.92456,24.330908,47.99027,403.786,653.8804,23.482935,47.837803
0.455,0.215,0.64,0.015,0.006,0.066,0.016,0.016,416.6667,663,24.3333,49,408.61182,656.0545,24.448431,48.10882,408.00076,655.46533,24.437021,48.494328
0.448,0.214,0.593,0.017,0.004,0.028,0.01,0.014,411,638.5,24.5,49.75,410.88092,656.272,24.551853,48.226986,407.32983,645.70013,24.545692,49.587067
0.45,0.224,0.656,0.012,0.004,0.026,0.011,0.014,427.5,676,24.25,46.5,410.50574,657.2781,24.481752,48.27405,407.0894,656.3192,24.432621,47.407803
0.446,0.205,0.584,0.014,0.004,0.043,0.017,0.036,412.3333,649.1667,25.1667,49.8333,408.58676,651.0829,24.469233,47.892967,406.3987,633.04706,25.300062,45.749348
0.452,0.217,0.651,0.015,0.014,0.047,0.02,0.087,422,681.5,23.25,45.5,407.49234,666.8269,24.361675,48.699802,397.4164,667.38635,24.215427,48.036316
0.446,0.235,0.655,0.018,0.003,0.038,0.011,0.01,419,681,25.25,50.5,411.38806,658.01056,24.60538,48.50252,416.71213,671.3169,24.415304,48.134502
0.457,0.222,0.612,0.015,0.007,0.057,0.011,0.015,413.5,648.5,23.75,49.5,410.1301,660.46106,24.46981,48.403343,408.2556,647.32623,24.333807,49.15819
0.447,0.22,0.609,0.012,0.005,0.043,0.01,0.013,407.75,645.5,24.5,48.75,410.53928,657.36993,24.451906,48.264587,413.94772,655.0346,24.28009,47.519085
0.075,0,0.199,0.0147,0.016,0.042,0.008,0.01,424.25,672.5,24.375,47.5,408.74716,626.12463,23.551626,45.960537,416.5577,665.7552,24.957703,46.44995
0.448,0.217,0.654,0.013,0.006,0.059,0.01,0.015,416.5,661.5,24.75,45,410.60495,659.55884,24.452932,48.326103,417.35843,672.51404,23.745314,47.713467
0.441,0.206,0.592,0.0078,0.003,0.032,0.011,0.016,406,641,24.25,50.5,409.9392,651.5859,24.395515,47.864166,405.40393,647.75604,24.809008,48.39533
0.438,0.223,0.664,0.01,0.008,0.057,0.012,0.016,403.75,665.5,24.75,47,409.68213,660.7496,24.34468,48.39372,421.09387,664.73645,24.222742,48.913765
0.449,0.225,0.596,0.019,0.005,0.051,0.01,0.013,408.5,640,23.75,49.5,411.1682,659.01117,24.576202,48.470295,407.40228,642.3851,23.692049,48.561935
0.45,0.211,0.586,0.017,0.006,0.045,0.013,0.024,380,665,24,48,409.7019,656.8392,24.500519,48.206112,401.85968,641.7217,24.969757,46.901363
0.444,0.223,0.658,0.02,0.006,0.038,0.012,0.02,419,699.5,24.25,49,410.71912,660.6055,24.56857,48.51648,402.19516,666.2574,25.259619,50.063377
0.452,0.222,0.649,0.013,0.007,0.052,0.015,0.022,415.5,650.5,25.25,50.5,408.9227,658.63806,24.416828,48.286865,405.3077,658.4334,23.91623,49.17657
0.449,0.215,0.644,0.012,0.007,0.047,0.021,0.038,407.75,649,24.25,51.5,407.00696,654.5457,24.36903,48.0301,414.02353,664.36145,24.20103,47.447147
0.449,0.218,0.612,0.019,0.003,0.077,0.01,0.013,412,658.5,24.75,51.5,411.4634,656.0912,24.610014,48.29791,416.31174,663.5221,23.963034,47.82018
0.44,0.208,0.591,0.017,0.006,0.053,0.012,0.015,380,680,24,48,409.967,656.4631,24.479393,48.174267,408.1643,638.9129,24.9877,48.330883
0.435,0.243,0.627,0.014,0.006,0.047,0.01,0.012,403,641.5,25,48.5,411.24014,661.332,24.478563,48.710945,419.0411,653.49274,24.21098,46.250957
0.45,0.222,0.599,0.012,0.003,0.06,0.009,0.012,406,649.5,27.25,51.5,411.19962,655.5119,24.502813,48.229885,410.87735,650.2282,24.348612,46.69196
0.459,0.208,0.638,0.012,0.005,0.035,0.013,0.018,393.8333,649.8333,24.75,47.8333,409.2696,655.6385,24.441284,48.006744,406.76166,656.32294,23.87822,48.248505
0.443,0.215,0.642,0.015,0.003,0.07,0.013,0.017,412.25,668.5,24.5625,49.25,410.2945,653.847,24.520578,48.11395,418.0478,660.6822,23.662968,46.285778
0.454,0.21,0.64,0.013,0.005,0.038,0.008,0.011,414,676.75,24.5,47.5,411.0161,658.626,24.480375,48.2102,411.87726,654.1735,25.090084,48.877987
0.451,0.213,0.65,0.019,0.003,0.046,0.01,0.014,426,672,24,47.5,411.3583,656.6875,24.614347,48.24797,412.78833,666.7672,24.204735,47.48366
0.441,0.227,0.664,0.015,0.005,0.036,0.016,0.014,408.5,666,24.75,50.5,409.14633,656.19226,24.469177,48.265156,407.65186,655.4739,24.33903,48.218502
0.445,0.228,0.641,0.018,0.005,0.047,0.012,0.019,408.5,669.5,23.5,50.5,410.77054,659.08594,24.558548,48.488605,408.47324,668.72656,24.704887,49.526047
0.456,0.215,0.595,0.011,0.003,0.039,0.013,0.022,399,641,24.75,47.5,409.66574,652.79504,24.471626,47.998344,409.84137,648.2615,24.574314,47.814438
0.439,0.254,0.669,0.018,0.005,0.048,0.008,0.008,417,665.5,25.25,48.5,412.61542,664.2126,24.597649,48.984715,409.48636,662.4253,24.676346,48.77996
0.441,0.227,0.596,0.009,0.004,0.044,0.008,0.011,395.25,641.5,24.5,49.25,411.2861,656.9047,24.433306,48.324562,404.67755,652.3017,24.216475,48.480064
0.452,0.233,0.656,0.015,0.006,0.036,0.012,0.022,402,641.5,24.75,51.5,410.45383,661.0197,24.507788,48.55481,411.83566,652.0372,24.031355,48.05557
0.448,0.217,0.647,0.015,0.006,0.051,0.014,0.015,405.3333,660.6667,24.5,47.1667,409.3732,657.4044,24.457525,48.218143,398.45624,644.3433,24.180984,49.09353
0.452,0.22,0.654,0.012,0.004,0.126,0.01,0.009,405,672.5,24,47.5,410.94595,656.8467,24.472572,48.23817,420.24905,673.7767,24.042171,46.546173
0.45,0.213,0.605,0.02,0.003,0.055,0.012,0.018,410,648.5,24.75,50.5,410.75977,654.7297,24.615852,48.189026,407.32724,653.83075,24.915379,47.442055
0.458,0.215,0.601,0.014,0.005,0.068,0.014,0.026,408,650.5,24.75,48.5,409.4188,655.47296,24.480608,48.135296,403.9893,649.21704,24.389893,49.492577
0.458,0.238,0.613,0.01,0.004,0.06,0.011,0.014,415,661.6667,24.5833,50,410.52463,657.519,24.466213,48.399906,415.04187,656.1966,24.595676,49.489796
0.461,0.216,0.598,0.019,0.005,0.032,0.009,0.009,412,653,25.875,48,411.01398,659.06,24.581789,48.333984,410.5766,657.96655,24.490488,48.893044
0.455,0.22,0.604,0.019,0.004,0.041,0.013,0.018,413.5,653.5,24.25,48.5,410.2202,656.1064,24.585485,48.266525,408.69788,653.7338,24.703554,47.586437
0.461,0.2,0.639,0.018,0.003,0.05,0.014,0.019,406.5,646,23.75,46.5,409.60178,653.0017,24.570715,47.896923,405.6966,657.9372,24.631218,46.976345
0.45,0.217,0.648,0.01,0.002,0.027,0.024,0.014,396.5,648.5,27.25,51,406.11716,645.65454,24.386732,47.57554,403.1668,670.21606,24.523357,48.23476
0.451,0.236,0.66,0.017,0.005,0.03,0.01,0.013,394.5,645,25.125,48.25,411.33246,661.4213,24.56644,48.6269,411.89307,665.85583,24.479792,48.702644
0.448,0.206,0.586,0.015,0.005,0.032,0.013,0.019,411.25,659.25,23.875,45,409.47632,654.47046,24.472715,48.02567,411.18085,644.05963,24.63351,49.606052
0.444,0.214,0.599,0.013,0.005,0.039,0.015,0.022,412,651,24.75,46,408.98898,653.965,24.435013,48.061115,411.45035,639.72485,24.9618,48.45099
0.457,0.259,0.701,0.017,0.018,0.153,0.012,0.015,430,710,25,49,409.5773,679.21045,24.314907,49.495285,421.76984,704.2899,24.497768,50.639893
0.443,0.202,0.583,0.0137,0.002,0.048,0.009,0.015,394,631,25.25,50.5,411.135,652.0664,24.524445,47.9439,408.85846,646.9261,24.071768,47.264465
0.446,0.219,0.654,0.019,0.003,0.056,0.012,0.015,410.3333,658.5,24.6667,48.8333,410.94513,656.0216,24.60267,48.281315,410.86023,664.16943,23.87867,47.02116
0.448,0.224,0.604,0.015,0.003,0.043,0.009,0.01,413.5,656,19.125,49.75,411.42844,656.3431,24.552172,48.314617,405.41415,651.1307,24.702684,45.30307
0.449,0.212,0.646,0.015,0.003,0.035,0.013,0.022,417.75,652,23.875,51,410.1489,654.2022,24.534048,48.082535,405.0502,647.6791,23.422527,47.931824
0.44,0.224,0.65,0.014,0.007,0.027,0.01,0.014,416,676.5,24.75,50.5,410.64987,661.42523,24.448103,48.491447,407.3258,660.75256,24.541767,48.20938
0.445,0.204,0.586,0.01,0.004,0.054,0.018,0.025,385,650,25,48,407.7413,649.0842,24.37507,47.7106,407.35687,650.2648,24.871864,48.401176
0.453,0.202,0.641,0.011,0.004,0.043,0.012,0.02,406,656.6667,24.3333,47.1667,409.71072,654.095,24.441551,47.914703,411.93604,659.3883,24.532835,48.154408
0.441,0.226,0.609,0.012,0.007,0.068,0.016,0.025,396.6667,675,24.6667,50,408.73758,656.9944,24.3838,48.296585,402.0375,651.5783,24.665018,48.658516
0.453,0.215,0.602,0.014,0.008,0.032,0.012,0.028,405.5,654.5,23.75,49.5,409.613,660.4193,24.432182,48.34808,402.97168,652.91656,24.798302,47.01648
0.46,0.215,0.59,0.016,0.006,0.071,0.013,0.015,413.6667,648.8333,25.0833,46,409.4867,657.03015,24.484856,48.18991,409.7122,661.2336,24.689667,48.93715
0.454,0.204,0.599,0.016,0.003,0.079,0.01,0.009,409.25,642.75,23.375,44.75,410.74457,653.72644,24.540892,47.995777,416.63345,649.95575,24.885433,47.64687
0.452,0.21,0.602,0.019,0.003,0.039,0.006,0.02,412.75,649,24.5,49,412.58755,658.0026,24.644642,48.341248,423.70178,719.1822,25.429962,49.407455
0.443,0.223,0.641,0.011,0.006,0.036,0.014,0.015,419,667.5,25.875,49,409.18326,656.9973,24.39156,48.224926,407.40457,658.8401,22.73871,48.3274
0.447,0.214,0.609,0.022,0.005,0.051,0.012,0.013,419.5,658.5,24.25,49.5,410.5638,657.45435,24.598848,48.312374,407.07245,644.7681,24.192686,47.10797
0.462,0.212,0.645,0.018,0.006,0.068,0.01,0.012,411,672.5,24.875,49.25,410.65228,660.1484,24.541176,48.3137,412.5279,660.374,24.198868,48.955505
0.439,0.22,0.652,0.014,0.005,0.074,0.02,0.04,408,664.5,25,50,408.211,653.42346,24.448595,48.130066,413.29242,670.61755,24.591898,47.969738
0.438,0.222,0.615,0.01,0.004,0.072,0.011,0.016,412.5,649.25,24.625,49.75,410.53586,655.1783,24.427414,48.21235,415.20078,654.45807,24.597105,49.153378
0.445,0.222,0.663,0.014,0.003,0.038,0.012,0.017,408.5,650,24.75,49.5,410.6308,655.69037,24.525816,48.237186,412.9134,661.3704,24.991968,48.77064
0.447,0.233,0.603,0.016,0.004,0.049,0.01,0.01,396,635,24.75,50.5,411.2371,658.0196,24.54991,48.475227,410.50513,653.6885,24.218786,49.335793
0.451,0.206,0.649,0.012,0.005,0.045,0.014,0.016,396.1667,646.6667,24.5,50.1667,409.02133,654.6571,24.420351,47.954025,401.63043,641.9786,24.52594,46.162197
0.444,0.233,0.668,0.008,0.003,0.052,0.019,0.034,425,641.5,24.25,47.5,408.44745,652.17914,24.411222,48.115913,424.5866,685.6181,24.448233,47.91337
0.452,0.217,0.655,0.014,0.003,0.084,0.018,0.024,409.5,666,24.25,46.5,408.67776,651.7014,24.491419,47.97537,412.8928,672.5173,23.920866,47.10585
0.87,0.239,0.295,0.013,0.003,1.5,0.019,0.014,408.6667,632,24.4167,49.8333,406.45032,653.65094,24.820312,47.495876,392.89896,650.13574,24.679247,47.7914
0.447,0.218,0.594,0.014,0.003,0.053,0.013,0.02,408,653.5,27,48,410.09308,653.2056,24.511623,48.109802,405.57556,635.4369,24.466646,47.99211
0.463,0.223,0.671,0.014,0.004,0.044,0.011,0.016,421.5,661.5,24.25,46,410.611,658.392,24.532743,48.30275,418.60822,666.81726,24.669075,48.783073
0.447,0.214,0.649,0.011,0.006,0.035,0.012,0.021,412,661,25.25,46.5,409.75052,657.84406,24.410063,48.193996,402.32077,656.42316,24.398308,46.664497
0.454,0.219,0.607,0.018,0.005,0.084,0.013,0.019,383.5,633.5,23.75,49.5,410.1423,656.91406,24.54466,48.289806,410.56992,643.99817,24.629677,48.261154
0.462,0.211,0.601,0.014,0.003,0.041,0.012,0.016,424.75,693.25,24.625,49,409.9783,653.6606,24.523102,48.002357,413.13544,652.13806,24.632486,46.991226
0.458,0.218,0.642,0.018,0.004,0.066,0.012,0.014,429.5,703.5,24.5,45.5,410.50232,657.0134,24.573763,48.258038,413.17422,665.43774,23.611074,50.306194
0.455,0.215,0.584,0.018,0.004,0.037,0.011,0.012,423,675.5,24.5,46.5,410.51462,655.8931,24.565958,48.20038,413.04208,652.4959,24.415318,45.54883
0.459,0.211,0.602,0.011,0.004,0.02,0.009,0.014,416,649.5,24.75,49.5,410.525,656.02454,24.468212,48.08295,404.3874,659.25867,25.01719,48.070683
0.455,0.223,0.652,0.015,0.007,0.05,0.014,0.022,420.25,677.25,23.5,46,409.4024,659.9284,24.462856,48.37514,396.95065,662.87335,24.374077,48.4531
0.458,0.221,0.664,0.011,0.004,0.044,0.013,0.022,412,653.5,23,43.5,409.82355,656.292,24.467922,48.17362,420.1234,667.8831,24.565727,48.116413
0.44,0.231,0.668,0.012,0.006,0.048,0.012,0.015,414.5,665.5,23.75,47.5,410.2641,659.7117,24.431307,48.45882,415.385,657.9821,24.242872,47.81124
0.452,0.222,0.608,0.013,0.005,0.059,0.014,0.022,410.75,643.25,25.875,48.5,409.4796,655.8291,24.460463,48.209896,408.52097,647.9419,24.116405,48.683437
0.446,0.228,0.657,0.016,0.008,0.064,0.017,0.026,409.5,658.5,24.25,48.5,408.6839,659.95416,24.438725,48.444233,413.28543,668.6753,24.495523,48.061043
0.44,0.209,0.637,0.013,0.004,0.057,0.016,0.02,406.5,664.5,24.75,48.5,408.88348,652.18207,24.43865,47.935303,401.42026,641.87195,24.53913,47.13585
0.448,0.213,0.588,0.014,0.004,0.018,0.011,0.008,404.5,638,24.75,48.5,410.11514,654.64606,24.483744,48.080196,410.73633,664.8618,24.825312,50.100224
0.436,0.227,0.61,0.012,0.002,0.038,0.01,0.012,419.5,659.5,24.5,49.5,411.2767,654.055,24.509151,48.250797,411.44922,649.98627,25.10656,48.72214
0.44,0.214,0.646,0.015,0.006,0.053,0.013,0.012,409,660.5,25.5,49,409.696,657.24225,24.447403,48.2078,404.6115,640.1681,24.868633,48.702583
0.451,0.217,0.647,0.02,0.008,0.031,0.018,0.024,420,654.5,24.25,48.5,408.1889,658.97955,24.489658,48.30019,395.7675,674.8879,25.75742,47.749294
0.451,0.228,0.656,0.017,0.004,0.034,0.01,0.016,424,672.5,25.25,46,411.3808,659.37415,24.581753,48.480354,414.44534,660.3954,24.491974,47.769848
0.448,0.209,0.609,0.014,0.003,0.08,0.01,0.013,419,662,24.625,48.75,410.88507,654.0397,24.513369,48.06415,413.21118,649.8646,24.266039,47.790695
0.463,0.217,0.672,0.011,0.003,0.118,0.014,0.018,419.75,676.25,24.5,48.75,409.67297,653.92566,24.472864,48.026287,412.67685,657.36316,25.313297,46.361046
0.461,0.227,0.601,0.01,0.006,0.049,0.012,0.025,398,647,25,52.5,409.74915,658.5336,24.423717,48.329357,399.41187,664.14594,24.5149,49.568474
0.447,0.216,0.597,0.012,0.005,0.027,0.012,0.019,411.5,648,24,49.5,409.81577,655.7826,24.44145,48.153843,401.6981,650.3938,24.39853,49.10768
0.447,0.219,0.647,0.012,0.007,0.053,0.011,0.014,411,655.25,24.5,50,410.02747,659.9733,24.407215,48.332638,411.52203,663.5236,23.991137,48.264133
0.457,0.225,0.6,0.019,0.006,0.027,0.013,0.019,380,660,23,45,409.94864,659.1556,24.55379,48.42171,382.65982,652.70544,24.429617,49.42896
0.449,0.223,0.603,0.016,0.007,0.078,0.015,0.03,406.75,648.75,23.75,46.5,409.33835,658.3889,24.470335,48.380188,407.8556,661.76166,24.492327,49.330727
0.457,0.22,0.655,0.019,0.004,0.053,0.012,0.017,411.5,676,23.75,50,410.6945,657.8674,24.598745,48.33109,413.43616,662.2958,24.650599,48.22176
0.45,0.223,0.602,0.012,0.005,0.027,0.011,0.023,404.75,647,24,49.5,410.357,657.52155,24.466894,48.310036,407.33417,652.5798,24.403408,49.542397
0.442,0.233,0.668,0.019,0.004,0.047,0.009,0.013,414.25,676,24.5,48.5,412.12128,660.6668,24.614504,48.63996,413.978,675.4678,24.177145,48.632885
0.443,0.202,0.589,0.011,0.002,0.029,0.009,0.014,416.5,661.75,24.5,49,410.85458,651.714,24.479214,47.88455,410.746,650.2392,24.219784,48.21298
0.437,0.225,0.616,0.015,0.005,0.049,0.013,0.014,385,685,24,47,410.0712,656.4865,24.477465,48.31873,411.76086,640.3774,24.037476,49.679718
0.457,0.212,0.605,0.014,0.003,0.022,0.008,0.009,405,649.5,24.5,50.5,411.22156,655.88153,24.538515,48.13281,399.5809,641.36505,24.686117,46.618885
0.458,0.208,0.591,0.02,0.002,0.038,0.008,0.011,415.75,659.75,24.75,48,411.81213,655.1469,24.65753,48.156223,414.1057,650.07416,25.084553,49.685753
0.458,0.216,0.642,0.012,0.004,0.059,0.008,0.012,423,671,24.75,48.5,411.26227,657.9893,24.496342,48.23754,420.92868,670.23254,23.83388,46.31705
0.453,0.222,0.602,0.016,0.004,0.054,0.01,0.015,405.5,642,25.75,50.5,411.03503,657.2421,24.550957,48.330276,411.23587,649.3311,25.061949,48.91517
0.443,0.218,0.635,0.017,0.006,0.044,0.01,0.015,406,648,24,51,410.91083,659.89343,24.514679,48.415394,411.42523,665.2164,24.012989,48.56555
0.445,0.223,0.664,0.012,0.004,0.027,0.017,0.019,417.75,658,22,44.5,408.65988,653.75244,24.44012,48.083687,403.224,658.7041,24.750637,49.109257
0.445,0.224,0.651,0.017,0.003,0.035,0.012,0.021,414.75,660.5,24.375,49.5,410.95044,656.3958,24.583641,48.339073,396.46762,659.09357,24.810432,47.354313
0.444,0.221,0.603,0.014,0.007,0.054,0.011,0.016,399.5,637,24.25,49,410.18826,659.5331,24.437696,48.38751,412.7311,644.3448,25.014582,48.3222
0.362,0.204,0.576,0.011,0.003,0.046,0.012,0.01,407.5,658.5,24.25,47.5,410.75693,647.8373,24.338902,47.953907,408.02768,641.39795,24.670479,46.168457